ID,FROM,TO,CU,CUS,AS
B243,348,351,0.235,0.041,0.81
B243,351,354,0.223,0.029,0.32
B243,354,357,0.127,0.013,0.44
B243,357,360,0.126,0.011,0.41
B243,360,363,0.46,0.076,1.07
B243,363,366,0.31,0.029,0.36
B243,366,369,0.295,0.045,0.7
B243,369,372,1.455,0.3,0.85
B243,372,375,0.29,0.065,0.39
B243,375,378,0.091,0.029,1.26
B243,378,381,0.235,0.055,2.18
B243,381,384,0.455,0.088,0.8
B243,384,387,0.026,0.019,0.57
B243,387,390,0.012,0.007,0.11
B243,390,393,0.014,0.007,0.11
B243,393,396,0.092,0.03,0.17
B243,396,399,0.007,0.004,0.12
B243,399,402,0.008,0.004,0.025
B243,402,405,0.013,0.011,0.19
B243,405,408,0.037,0.025,0.81
B243,408,411,0.036,0.027,0.97
B243,411,414,0.138,0.029,0.76
B243,414,417,0.106,0.021,0.07
B243,417,420,0.023,0.019,0.61
B243,420,423,0.013,0.011,0.23
B243,423,426,0.038,0.027,0.92
B243,426,429,0.029,0.025,0.83
B243,429,432,0.112,0.043,2.77
B244,0,3,0.023,0.012,0.0
B244,3,6,0.032,0.016,0.0
B244,6,9,0.015,0.012,0.0
B244,9,12,0.0,0.0,0.0
B244,12,15,0.0,0.0,0.0
B244,15,18,0.0,0.0,0.0
B244,18,21,0.0,0.0,0.0
B244,21,24,0.02,0.038,4.25
B244,24,27,0.017,0.038,4.25
B244,27,30,0.023,0.038,4.25
B244,30,33,0.014,0.038,4.25
B244,33,36,0.15,0.038,4.25
B244,36,39,0.0,0.0,0.0
B244,39,42,0.013,0.009,0.75
B244,42,45,0.012,0.009,0.75
B244,45,48,0.51,0.82,2.0
B244,48,51,1.005,0.82,2.0
B244,51,54,1.115,0.82,2.0
B244,54,57,1.485,0.82,2.0
B244,57,60,0.83,0.82,2.0
B244,60,63,0.465,0.49,1.95
B244,63,66,0.625,0.49,1.95
B244,66,69,0.54,0.49,1.95
B244,69,72,0.535,0.49,1.95
B244,72,75,0.565,0.49,1.95
B244,75,78,0.705,0.53,2.1
B244,78,81,0.605,0.53,2.1
B244,81,84,0.555,0.53,2.1
B244,84,87,0.625,0.53,2.1
B244,87,90,0.53,0.53,2.1
B244,90,93,0.405,0.397,1.5
B244,93,96,0.51,0.397,1.5
B244,96,99,0.023,0.009,0.45
B244,99,102,0.011,0.009,0.2
B244,102,105,0.043,0.035,0.94
B244,105,108,0.029,0.015,0.34
B244,108,111,0.185,0.168,6.6
B244,111,114,0.149,0.021,0.25
B244,114,117,0.032,0.023,0.55
B244,117,120,0.036,0.034,0.99
B244,120,123,0.024,0.015,0.29
B244,123,126,0.02,0.015,0.3
B244,126,129,0.565,0.452,16.4
B244,129,132,0.074,0.037,1.75
B244,132,135,0.101,0.075,2.72
B244,135,138,0.045,0.042,0.61
B244,138,141,0.052,0.037,1.36
B244,141,144,0.068,0.051,2.07
B244,144,147,0.058,0.041,1.0
B244,147,150,0.201,0.025,2.15
B244,150,153,0.365,0.248,2.28
B244,153,156,0.177,0.071,4.5
B244,156,159,0.2,0.074,6.2
B244,159,162,0.213,0.133,7.5
B244,162,165,0.075,0.055,2.23
B244,165,168,0.149,0.066,4.74
B244,168,171,0.083,0.053,3.14
B244,171,174,0.285,0.062,2.28
B244,174,177,0.36,0.202,1.45
B244,177,180,0.425,0.192,0.99
B244,180,183,0.315,0.154,0.93
B244,183,186,0.101,0.07,2.89
B244,186,189,0.207,0.154,3.6
B244,189,192,0.32,0.274,3.51
B244,192,195,0.33,0.288,8.1
B244,195,198,0.41,0.296,2.67
B244,198,201,0.395,0.283,3.58
B244,201,204,0.38,0.262,3.16
B244,204,207,0.445,0.331,1.74
B244,207,210,0.475,0.302,0.9
B244,210,213,0.46,0.016,0.39
B244,213,216,0.405,0.026,1.38
B244,216,219,0.33,0.034,0.48
B244,219,222,0.168,0.026,0.57
B244,222,225,0.295,0.009,0.55
B244,225,228,0.305,0.224,0.94
B244,228,231,0.375,0.128,0.98
B244,231,234,0.213,0.076,0.92
B244,234,237,0.305,0.071,0.88
B244,237,240,0.32,0.024,0.025
B244,240,243,0.17,0.056,0.4
B244,243,246,0.125,0.108,1.66
B244,246,249,0.159,0.154,2.52
B244,249,252,0.244,0.226,3.37
B244,252,255,0.177,0.148,1.83
B244,255,258,0.259,0.2,1.49
B244,258,261,0.335,0.224,1.32
B244,261,264,0.5,0.248,4.25
B244,264,267,0.229,0.044,1.43
B244,267,270,0.315,0.032,0.42
B244,270,273,0.355,0.028,0.17
B244,273,276,0.228,0.009,0.18
B244,276,279,0.35,0.013,0.32
B244,279,282,0.32,0.024,0.56
B244,282,285,0.355,0.017,0.44
B244,285,288,0.32,0.019,0.16
B244,288,291,0.39,0.036,2.22
B244,291,294,0.39,0.048,0.23
B244,294,297,0.35,0.068,1.12
B244,297,300,0.385,0.044,0.11
B244,300,303,0.325,0.038,0.3
B244,303,306,0.535,0.366,0.88
B244,306,309,0.145,0.066,2.69
B244,309,312,0.21,0.059,3.17
B244,312,315,0.28,0.029,0.81
B244,315,318,0.43,0.021,0.025
B244,318,321,0.84,0.078,0.16
B244,321,324,0.685,0.083,0.76
B244,324,327,0.845,0.088,0.3
B244,327,330,0.88,0.172,0.84
B244,330,333,0.75,0.315,1.97
B244,333,336,0.64,0.103,0.67
B244,336,339,0.54,0.076,0.19
B244,339,342,0.72,0.076,1.39
B244,342,345,1.09,0.1,0.28
B244,345,348,0.98,0.124,0.27
B244,348,351,0.375,0.254,2.75
B244,351,354,0.525,0.138,0.24
B244,354,357,0.21,0.03,0.025
B244,357,360,0.275,0.036,0.23
B244,360,363,0.25,0.048,1.94
B244,363,366,0.235,0.032,0.025
B244,366,369,0.265,0.034,0.15
B244,369,372,0.295,0.052,0.61
B244,372,375,0.27,0.048,1.02
B244,375,378,0.495,0.406,12.1
B244,378,381,0.82,0.296,2.88
B244,381,384,0.835,0.302,2.22
B244,384,387,0.71,0.198,1.31
B244,387,390,0.885,0.14,1.15
B244,390,393,0.555,0.382,13.8
B244,393,396,0.71,0.318,9.0
B244,396,399,0.885,0.13,1.41
B244,399,402,0.815,0.144,1.62
B244,402,405,0.85,0.152,0.83
B244,405,408,0.875,0.12,0.77
B244,408,411,1.16,0.27,0.95
B244,411,414,0.835,0.258,0.76
B244,414,417,0.965,0.277,4.66
B244,417,420,0.775,0.498,3.69
B244,420,423,0.48,0.306,1.58
B244,423,426,0.57,0.356,0.82
B244,426,429,0.575,0.314,1.31
B244,429,432,0.695,0.385,1.2
B244,432,435,0.74,0.1,0.67
B244,435,438,0.133,0.05,1.81
B244,438,441,0.056,0.031,0.86
B244,441,444,0.034,0.017,0.31
B244,444,447,0.218,0.034,0.99
B244,447,450,0.28,0.044,2.5
B244,450,453,0.34,0.105,3.28
B244,453,456,0.072,0.033,1.42
B244,456,459,0.119,0.053,1.37
B244,459,462,0.15,0.042,2.25
B244,462,465,0.139,0.043,2.82
B244,465,468,0.213,0.076,5.8
B244,468,471,0.165,0.039,3.47
B244,471,474,0.203,0.035,2.47
B244,474,477,0.205,0.035,1.76
B244,477,480,0.117,0.036,2.08
B244,480,481,0.104,0.04,1.7
B245,0,3,0.008,0.009,0.75
B245,3,6,0.008,0.009,0.75
B245,6,9,0.007,0.009,0.75
B245,9,12,0.015,0.011,1.8
B245,12,15,0.015,0.011,1.8
B245,15,18,0.02,0.011,1.8
B245,18,21,0.01,0.011,1.8
B245,21,24,0.008,0.011,1.8
B245,24,27,0.008,0.009,1.75
B245,27,30,0.005,0.009,1.75
B245,30,33,0.51,0.397,1.5
B245,33,36,0.45,0.397,1.5
B245,36,39,0.405,0.397,1.5
B245,39,42,0.375,0.413,3.5
B245,42,45,0.39,0.413,3.5
B245,45,48,0.43,0.413,3.5
B245,48,51,0.62,0.413,3.5
B245,51,54,0.45,0.413,3.5
B245,54,57,0.53,0.544,3.7
B245,57,60,0.48,0.544,3.7
B245,60,63,0.525,0.544,3.7
B245,63,66,0.625,0.544,3.7
B245,66,69,0.745,0.544,3.7
B245,69,72,0.745,0.7,4.8
B245,72,75,0.92,0.7,4.8
B245,75,78,0.79,0.7,4.8
B245,78,81,0.77,0.7,4.8
B245,81,84,0.041,0.005,1.71
B245,84,87,0.34,0.009,1.91
B245,87,90,0.043,0.009,1.81
B245,90,93,0.625,0.7,4.8
B245,93,96,0.475,0.58,5.05
B245,96,99,0.42,0.58,5.05
B245,99,102,0.201,0.09,2.8
B245,102,105,0.144,0.051,2.38
B245,105,108,0.151,0.067,0.99
B245,108,111,0.162,0.034,2.0
B245,111,114,0.184,0.057,2.89
B245,114,117,0.186,0.033,0.43
B245,117,120,0.155,0.015,0.15
B245,120,123,0.124,0.017,0.53
B245,123,126,0.172,0.017,0.36
B245,126,129,0.184,0.017,0.24
B245,129,132,0.211,0.033,1.14
B245,132,135,0.129,0.017,0.025
B245,135,138,0.161,0.025,0.51
B245,138,141,0.178,0.033,1.3
B245,141,144,0.159,0.027,0.39
B245,144,147,0.108,0.025,0.28
B245,147,150,0.107,0.017,0.15
B245,150,153,0.128,0.017,0.26
B245,153,156,0.156,0.023,0.32
B245,156,159,0.255,0.077,2.42
B245,159,162,0.234,0.053,1.29
B245,162,165,0.175,0.052,0.47
B245,165,168,0.122,0.031,0.09
B245,168,171,0.073,0.019,0.1
B245,171,174,0.104,0.027,0.26
B245,174,177,0.148,0.048,1.13
B245,177,180,0.108,0.029,0.08
B245,180,183,0.067,0.023,0.025
B245,183,186,0.038,0.011,0.16
B245,186,189,0.068,0.013,0.13
B245,189,192,0.054,0.015,0.12
B245,192,195,0.086,0.023,1.04
B245,195,198,0.074,0.017,0.12
B245,198,201,0.08,0.017,0.1
B245,201,204,0.73,0.277,0.47
B245,204,207,0.315,0.056,0.17
B245,207,210,0.34,0.038,0.27
B245,210,213,0.405,0.07,0.18
B245,213,216,0.55,0.18,0.43
B245,216,219,0.495,0.089,0.25
B245,219,222,0.975,0.132,0.27
B245,222,225,0.205,0.037,0.47
B245,225,228,0.213,0.027,0.21
B245,228,231,0.405,0.051,0.13
B245,231,234,0.072,0.048,0.18
B245,234,237,0.036,0.015,0.25
B245,237,240,0.036,0.011,0.14
B245,240,243,0.024,0.009,0.2
B245,243,246,0.024,0.011,0.27
B245,246,249,0.032,0.011,0.06
B245,249,252,0.032,0.011,0.15
B245,252,255,0.044,0.019,0.33
B245,255,258,0.038,0.013,0.06
B245,258,261,0.05,0.017,0.14
B245,261,264,0.04,0.011,0.07
B245,264,267,0.047,0.015,0.22
B245,267,270,0.034,0.011,0.39
B245,270,273,0.056,0.013,0.16
B245,273,276,0.046,0.015,0.025
B245,276,279,0.045,0.013,0.13
B245,279,282,0.056,0.019,0.1
B245,282,285,0.036,0.011,0.025
B245,285,288,0.043,0.011,0.1
B245,288,291,0.036,0.009,0.025
B245,291,294,0.028,0.009,0.11
B245,294,297,0.03,0.009,0.08
B245,297,300,0.032,0.009,0.025
B245,300,303,0.033,0.011,0.13
B245,303,306,0.031,0.009,0.12
B245,306,309,0.032,0.009,0.16
B245,309,312,0.034,0.011,2.99
B245,312,315,0.046,0.015,13.2
B245,315,318,0.043,0.015,1.05
B245,318,321,0.045,0.021,0.56
B245,321,324,0.041,0.013,0.14
B245,324,327,0.023,0.011,0.21
B245,327,330,0.05,0.015,0.16
B245,330,333,0.265,0.092,0.43
B245,333,336,0.305,0.12,0.4
B245,336,339,0.375,0.176,0.69
B245,339,342,0.249,0.072,0.25
B245,342,345,0.54,0.41,0.59
B245,345,348,0.097,0.036,0.31
B245,348,351,0.068,0.011,0.12
B245,351,354,0.078,0.013,0.41
B245,354,357,0.109,0.013,0.14
B245,357,360,0.078,0.011,0.16
B245,360,363,0.148,0.034,0.82
B245,363,366,0.118,0.036,1.35
B245,366,369,0.103,0.011,0.13
B245,369,372,0.165,0.013,0.26
B245,372,375,0.145,0.031,1.81
B245,375,378,0.132,0.023,0.51
B245,378,381,0.195,0.039,2.57
B245,381,384,0.115,0.017,0.42
B245,384,387,0.007,0.004,0.35
B245,387,390,0.007,0.005,0.56
B245,390,393,0.009,0.005,0.24
B245,393,396,0.033,0.013,0.38
B245,396,399,0.093,0.07,0.3
B245,399,402,0.152,0.12,0.18
B245,402,405,0.172,0.144,0.25
B245,405,408,0.183,0.158,0.7
B245,408,411,0.12,0.088,0.14
B245,411,414,0.205,0.164,0.19
B245,414,417,0.061,0.013,0.22
B245,417,420,0.081,0.015,0.22
B245,420,423,0.093,0.017,0.1
B245,423,426,0.09,0.015,0.83
B245,426,429,0.067,0.013,0.17
B245,429,432,0.114,0.015,0.51
B245,432,435,0.235,0.035,0.53
B245,435,438,0.215,0.059,0.9
B245,438,441,0.275,0.071,0.69
B245,441,444,0.069,0.023,0.3
B245,444,447,0.12,0.053,1.09
B245,447,450,0.087,0.013,0.15
B245,450,453,0.096,0.015,0.26
B245,453,456,0.044,0.013,0.15
B245,456,459,0.345,0.069,0.56
B245,459,462,0.176,0.032,0.18
B245,462,465,0.185,0.097,0.13
B245,465,468,0.05,0.017,0.22
B245,468,471,0.122,0.021,0.19
B245,471,474,0.081,0.015,0.1
B245,474,477,0.183,0.05,0.025
B245,477,480,0.154,0.054,0.12
B245,480,483,0.214,0.079,0.07
B245,483,486,0.37,0.07,0.19
B245,486,489,0.46,0.096,0.22
B245,489,490,0.225,0.042,0.15
B246,0,3,0.012,0.009,1.75
B246,3,6,0.009,0.009,1.75
B246,6,9,0.011,0.009,1.75
B246,9,12,0.565,0.58,5.05
B246,12,15,0.815,0.58,5.05
B246,15,18,0.88,0.58,5.05
B246,18,21,0.655,0.8,5.95
B246,21,24,0.815,0.8,5.95
B246,24,27,1.34,0.8,5.95
B246,27,30,0.885,0.8,5.95
B246,30,33,0.063,0.013,0.1
B246,33,36,0.229,0.044,0.57
B246,36,39,0.285,0.056,0.25
B246,39,42,0.68,0.068,0.3
B246,42,45,0.595,0.124,0.2
B246,45,48,0.685,0.124,0.19
B246,48,51,0.585,0.219,0.025
B246,51,54,0.925,0.46,0.89
B246,54,57,0.785,0.39,4.24
B246,57,60,0.425,0.115,0.21
B246,60,63,0.029,0.007,1.85
B246,63,66,0.079,0.058,0.49
B246,66,69,0.18,0.122,11.0
B246,69,72,0.056,0.005,5.7
B246,72,75,0.027,0.005,1.57
B246,75,78,0.14,0.019,0.025
B246,78,81,0.355,0.05,0.23
B246,81,84,0.14,0.031,0.13
B246,84,87,0.116,0.023,0.025
B246,87,90,0.75,0.098,0.54
B246,90,93,0.66,0.092,0.63
B246,93,96,0.19,0.026,0.025
B246,96,99,0.14,0.017,0.15
B246,99,102,0.525,0.087,0.025
B246,102,105,0.8,0.056,0.15
B246,105,108,0.42,0.05,0.18
B246,108,111,0.25,0.034,0.08
B246,111,114,0.19,0.03,0.025
B246,114,117,0.46,0.05,0.025
B246,117,120,0.125,0.025,0.025
B246,120,123,0.325,0.031,0.025
B246,123,126,0.36,0.05,0.025
B246,126,129,0.098,0.021,0.025
B246,129,132,0.096,0.025,0.025
B246,132,135,0.113,0.031,1.35
B246,135,138,0.295,0.061,1.14
B246,138,141,0.75,0.108,0.14
B246,141,144,0.525,0.085,1.15
B246,144,147,0.37,0.052,0.29
B246,147,150,0.415,0.062,0.34
B246,150,153,0.535,0.113,1.09
B246,153,156,0.59,0.099,0.68
B246,156,159,0.595,0.104,0.37
B246,159,162,0.325,0.07,0.26
B246,162,165,0.38,0.048,0.3
B246,165,168,0.32,0.058,0.21
B246,168,171,0.535,0.07,0.13
B246,171,174,0.555,0.118,1.24
B246,174,177,0.355,0.094,0.43
B246,177,180,0.36,0.088,0.55
B246,180,183,0.475,0.138,0.22
B246,183,186,0.105,0.033,0.16
B246,186,189,0.19,0.066,0.53
B246,189,192,0.31,0.058,0.14
B246,192,195,0.155,0.038,0.1
B246,195,198,0.095,0.058,0.09
B246,198,201,0.107,0.023,0.15
B246,201,204,0.16,0.036,0.43
B246,204,207,0.102,0.023,0.12
B246,207,210,0.21,0.06,0.36
B246,210,213,0.15,0.038,0.33
B246,213,216,1.475,0.532,9.8
B246,216,219,0.715,0.172,4.09
B246,219,222,0.615,0.193,5.8
B246,222,225,0.365,0.113,3.5
B246,225,228,0.715,0.098,2.53
B246,228,231,0.71,0.103,2.65
B246,231,234,0.715,0.142,2.62
B246,234,237,0.735,0.136,2.64
B246,237,240,0.62,0.132,5.01
B246,240,243,0.515,0.089,2.32
B246,243,246,0.735,0.118,4.52
B246,246,249,0.565,0.118,3.25
B246,249,252,0.475,0.089,2.26
B246,252,255,0.535,0.146,3.91
B246,255,258,0.345,0.069,1.48
B246,258,261,0.51,0.136,3.86
B246,261,264,0.735,0.186,4.5
B246,264,267,0.785,0.216,5.04
B246,267,270,0.985,0.308,4.22
B246,270,273,0.945,0.274,4.25
B246,273,276,0.585,0.091,1.81
B246,276,279,1.385,0.356,8.1
B246,279,282,0.26,0.224,2.11
B246,282,285,0.235,0.186,5.04
B246,285,288,0.535,0.512,6.7
B246,288,291,0.535,0.508,6.9
B246,291,294,0.38,0.142,4.23
B246,294,297,0.48,0.162,3.65
B246,297,300,0.695,0.418,10.0
B246,300,303,0.355,0.278,5.7
B246,303,306,0.385,0.376,2.58
B246,306,309,0.36,0.334,2.0
B246,309,312,0.505,0.272,1.2
B246,312,315,0.415,0.087,1.82
B246,315,318,0.525,0.122,2.55
B246,318,321,0.65,0.132,3.28
B246,321,324,0.78,0.21,4.3
B246,324,327,1.645,0.572,10.3
B246,327,330,1.275,0.352,9.1
B246,330,333,1.91,0.859,24.75
B246,333,336,0.615,0.355,7.7
B246,336,339,0.475,0.448,5.5
B246,339,342,0.62,0.36,7.1
B246,342,345,0.635,0.2,4.5
B246,345,348,0.415,0.304,5.7
B246,348,351,0.36,0.087,3.24
B246,351,354,0.365,0.044,0.71
B246,354,357,0.36,0.26,3.12
B246,357,360,0.355,0.294,4.08
B246,360,363,0.515,0.214,3.79
B246,363,366,0.555,0.11,4.88
B246,366,369,0.715,0.122,7.7
B246,369,372,0.36,0.095,6.1
B246,372,375,0.345,0.039,1.28
B246,375,378,0.55,0.27,6.9
B246,378,381,0.49,0.378,6.9
B246,381,384,0.54,0.304,5.6
B246,384,387,0.63,0.156,3.24
B246,387,390,0.515,0.21,4.3
B246,390,393,0.61,0.176,3.89
B246,393,396,0.535,0.18,4.0
B246,396,399,0.235,0.057,0.77
B246,399,402,0.375,0.254,4.79
B246,402,405,0.25,0.06,1.51
B246,405,408,0.26,0.091,2.43
B246,408,411,0.246,0.116,1.4
B246,411,414,0.225,0.105,1.55
B246,414,417,0.216,0.069,0.89
B246,417,420,0.245,0.051,0.75
B246,420,423,0.315,0.069,2.13
B246,423,426,0.225,0.04,0.9
B246,426,429,0.355,0.122,3.04
B246,429,432,0.305,0.272,4.11
B246,432,435,0.37,0.2,3.09
B246,435,438,0.195,0.073,1.57
B246,438,441,0.189,0.041,0.94
B246,441,444,0.207,0.079,1.97
B246,444,445,0.237,0.136,3.35
B247,0,3,0.009,0.009,6.75
B247,3,6,0.012,0.009,6.75
B247,6,9,0.011,0.009,6.75
B247,9,12,0.01,0.009,6.75
B247,12,15,0.006,0.009,6.75
B247,15,18,0.007,0.009,1.6
B247,18,21,0.009,0.009,1.6
B247,21,24,0.009,0.009,1.6
B247,24,27,0.79,0.8,5.95
B247,27,30,0.575,0.635,5.95
B247,30,33,0.69,0.635,5.95
B247,33,36,0.73,0.635,5.95
B247,36,39,0.65,0.635,5.95
B247,39,42,0.92,0.635,5.95
B247,42,45,0.93,0.87,3.9
B247,45,48,0.825,0.87,3.9
B247,48,51,0.94,0.87,3.9
B247,51,54,1.02,0.87,3.9
B247,54,57,0.835,0.87,3.9
B247,57,60,0.017,0.007,12.0
B247,60,63,0.033,0.007,15.2
B247,63,66,0.02,0.007,5.7
B247,66,69,0.022,0.007,6.5
B247,69,72,0.213,0.15,2.87
B247,72,75,0.229,0.174,2.44
B247,75,78,0.223,0.059,1.0
B247,78,81,0.325,0.04,0.025
B247,81,84,0.285,0.078,0.025
B247,84,87,0.285,0.124,0.53
B247,87,90,0.275,0.107,0.11
B247,90,93,0.28,0.04,0.025
B247,93,96,0.295,0.04,0.025
B247,96,99,0.245,0.032,0.025
B247,99,102,0.27,0.058,0.18
B247,102,105,0.25,0.03,0.08
B247,105,108,0.054,0.028,0.09
B247,108,111,0.055,0.022,0.27
B247,111,114,0.058,0.019,0.76
B247,114,117,0.045,0.013,0.025
B247,117,120,0.045,0.011,15.5
B247,120,123,0.035,0.007,6.2
B247,123,126,0.051,0.007,11.6
B247,126,129,0.026,0.009,10.0
B247,129,132,0.045,0.011,11.0
B247,132,135,0.029,0.011,2.96
B247,135,138,0.047,0.005,1.76
B247,138,141,0.041,0.004,4.36
B247,141,144,0.05,0.005,3.91
B247,144,147,0.032,0.007,7.2
B247,147,150,0.034,0.007,4.15
B247,150,153,0.04,0.011,0.26
B247,153,156,0.047,0.011,0.025
B247,156,159,0.036,0.009,0.025
B247,159,162,0.045,0.011,0.025
B247,162,165,0.065,0.024,0.025
B247,165,168,0.045,0.009,0.025
B247,168,171,0.039,0.009,0.07
B247,171,174,0.053,0.007,0.16
B247,174,177,0.046,0.014,0.025
B247,177,180,0.036,0.009,0.025
B247,180,183,0.055,0.011,0.08
B247,183,186,0.041,0.011,0.025
B247,186,189,0.062,0.011,0.1
B247,189,192,0.05,0.009,0.025
B247,192,195,0.079,0.017,0.2
B247,195,198,0.066,0.017,0.11
B247,198,201,0.059,0.017,0.43
B247,201,204,0.04,0.011,0.025
B247,204,207,0.038,0.011,0.07
B247,207,210,0.038,0.011,0.2
B247,210,213,0.062,0.015,0.025
B247,213,216,0.052,0.011,0.06
B247,216,219,0.043,0.017,0.35
B247,219,222,0.095,0.046,1.13
B247,222,225,0.225,0.142,3.87
B247,225,228,0.26,0.17,3.25
B247,228,231,0.213,0.117,0.2
B247,231,234,0.3,0.134,1.0
B247,234,237,0.335,0.174,3.89
B247,237,240,0.03,0.007,2.01
B247,240,243,0.045,0.011,4.05
B247,243,246,0.036,0.009,4.65
B247,246,249,0.034,0.009,8.0
B247,249,252,0.011,0.007,0.59
B247,252,255,0.011,0.004,0.4
B247,255,258,0.355,0.17,3.76
B247,258,261,0.4,0.138,3.01
B247,261,264,0.3,0.092,3.03
B247,264,267,0.345,0.196,1.99
B247,267,270,0.184,0.112,1.02
B247,270,273,0.061,0.039,0.73
B247,273,276,0.213,0.064,0.64
B247,276,279,0.56,0.038,0.13
B247,279,282,0.305,0.053,0.35
B247,282,285,0.35,0.254,2.02
B247,285,288,0.295,0.228,2.55
B247,288,291,0.44,0.072,0.73
B247,291,294,0.52,0.238,2.13
B247,294,297,0.8,0.17,5.0
B247,297,300,0.5,0.244,5.5
B247,300,303,0.345,0.16,3.68
B247,303,306,0.38,0.268,6.0
B247,306,309,0.385,0.214,4.86
B247,309,312,0.625,0.117,1.18
B247,312,315,0.595,0.156,3.18
B247,315,318,0.375,0.242,4.63
B247,318,321,0.206,0.174,1.99
B247,321,324,0.285,0.238,2.42
B247,324,327,0.39,0.29,1.68
B247,327,330,0.385,0.16,3.16
B247,330,333,0.36,0.252,3.14
B247,333,336,0.36,0.252,3.56
B247,336,339,0.38,0.276,4.74
B247,339,342,0.425,0.27,7.6
B247,342,345,0.385,0.162,5.6
B247,345,348,0.43,0.156,4.39
B247,348,351,0.49,0.132,3.17
B247,351,354,0.375,0.21,3.41
B247,354,357,0.46,0.358,9.5
B247,357,360,0.87,0.168,11.0
B247,360,363,0.47,0.132,4.81
B247,363,366,0.655,0.066,1.21
B247,366,369,0.825,0.182,6.1
B247,369,372,0.87,0.232,3.37
B247,372,375,0.755,0.188,6.8
B247,375,378,0.65,0.122,2.47
B247,378,381,0.49,0.078,2.15
B247,381,384,0.585,0.108,3.72
B247,384,387,0.665,0.132,4.18
B247,387,390,0.62,0.098,2.9
B247,390,393,0.61,0.108,2.94
B247,393,396,0.345,0.122,3.62
B247,396,399,0.12,0.08,3.2
B247,399,402,0.232,0.233,0.12
B247,402,405,0.039,0.026,0.16
B247,405,408,0.062,0.036,0.37
B247,408,411,0.035,0.013,0.21
B247,411,414,0.034,0.013,0.37
B247,414,417,0.029,0.011,0.31
B247,417,420,0.028,0.011,0.65
B247,420,423,0.038,0.015,0.36
B247,423,426,0.031,0.009,0.12
B247,426,429,0.038,0.011,0.06
B247,429,432,0.034,0.009,0.07
B247,432,435,0.035,0.011,0.08
B247,435,438,0.068,0.021,0.32
B247,438,441,0.055,0.015,0.44
B247,441,444,0.036,0.009,0.025
B247,444,447,0.072,0.015,0.025
B247,447,450,0.065,0.015,0.025
B248,0,3,0.011,0.009,1.6
B248,3,6,0.015,0.009,1.6
B248,6,9,0.008,0.009,4.75
B248,9,12,0.019,0.009,4.75
B248,12,15,0.008,0.009,4.75
B248,15,18,0.009,0.009,4.75
B248,18,21,0.014,0.009,4.75
B248,21,24,0.009,0.009,6.15
B248,24,27,0.01,0.009,6.15
B248,27,30,0.018,0.009,6.15
B248,30,33,0.009,0.009,6.15
B248,33,36,0.007,0.009,6.15
B248,36,39,0.006,0.007,3.1
B248,39,42,0.007,0.007,3.1
B248,42,45,0.85,0.89,3.4
B248,45,48,1.075,0.89,3.4
B248,48,51,1.27,0.89,3.4
B248,51,54,0.765,0.89,3.4
B248,54,57,0.815,0.89,3.4
B248,57,60,0.725,0.82,5.9
B248,60,63,1.005,0.82,5.9
B248,63,66,1.215,0.82,5.9
B248,66,69,1.13,0.82,5.9
B248,69,72,0.675,0.82,5.9
B248,72,75,0.6,0.9,2.5
B248,75,78,0.805,0.9,2.5
B248,78,81,1.28,0.9,2.5
B248,81,84,1.02,0.9,2.5
B248,84,87,0.051,0.011,0.22
B248,87,90,0.034,0.009,0.025
B248,90,93,0.034,0.009,0.025
B248,93,96,0.034,0.007,0.025
B248,96,99,0.049,0.011,0.18
B248,99,102,0.041,0.011,0.17
B248,102,105,0.062,0.015,0.16
B248,105,108,0.098,0.028,0.09
B248,108,111,0.17,0.058,1.16
B248,111,114,0.375,0.082,6.0
B248,114,117,0.185,0.056,2.56
B248,117,120,0.18,0.034,1.1
B248,120,123,0.115,0.071,1.33
B248,123,126,0.165,0.046,3.84
B248,126,129,0.245,0.085,7.2
B248,129,132,0.36,0.122,7.4
B248,132,135,0.355,0.061,4.8
B248,135,138,0.245,0.053,5.4
B248,138,141,0.305,0.052,4.02
B248,141,144,0.246,0.046,2.8
B248,144,147,0.245,0.084,8.4
B248,147,150,0.26,0.076,6.7
B248,150,153,0.38,0.053,3.06
B248,153,156,0.31,0.021,0.23
B248,156,159,0.235,0.027,0.65
B248,159,162,0.215,0.092,5.4
B248,162,165,0.245,0.156,5.9
B248,165,168,0.455,0.125,1.34
B248,168,171,0.535,0.188,4.92
B248,171,174,0.72,0.065,1.81
B248,174,177,0.225,0.136,3.67
B248,177,180,0.071,0.005,12.2
B248,180,183,0.036,0.004,4.08
B248,183,186,0.034,0.004,3.8
B248,186,189,0.032,0.005,2.91
B248,189,192,0.26,0.095,6.4
B248,192,195,0.31,0.114,4.4
B248,195,198,0.215,0.119,3.18
B248,198,201,0.25,0.101,5.7
B248,201,204,0.235,0.112,3.74
B248,204,207,0.205,0.088,1.33
B248,207,210,0.225,0.14,0.42
B248,210,213,0.215,0.044,0.08
B248,213,216,0.265,0.126,0.36
B248,216,219,0.147,0.034,0.29
B248,219,222,0.24,0.028,0.14
B248,222,225,0.205,0.042,0.49
B248,225,228,0.24,0.03,0.51
B248,228,231,0.25,0.042,0.48
B248,231,234,0.215,0.048,2.9
B248,234,237,0.21,0.028,0.34
B248,237,240,0.225,0.042,2.16
B248,240,243,0.215,0.032,0.89
B248,243,246,0.185,0.031,1.91
B248,246,249,0.195,0.031,1.89
