ID,FROM,TO,CU,CUS,AS
B225,0,3,0.005,0.001,0.44
B225,3,6,0.005,0.001,0.4
B225,6,9,0.005,0.001,0.51
B225,9,12,0.005,0.001,0.27
B225,12,15,0.01,0.001,0.1
B225,15,18,0.01,0.001,0.1
B225,18,21,0.005,0.001,0.1
B225,21,24,0.005,0.001,0.3
B225,24,27,0.005,0.002,0.1
B225,27,30,0.005,0.001,2.34
B225,30,33,0.005,0.001,4.07
B225,33,36,0.1,0.086,1.05
B225,36,39,0.58,0.432,0.37
B225,39,42,0.52,0.431,0.92
B225,42,45,1.33,1.008,4.0
B225,45,48,1.12,0.853,20.0
B225,48,51,1.04,0.771,1.36
B225,51,54,1.66,1.294,0.96
B225,54,57,0.68,0.456,0.53
B225,57,60,1.38,1.08,0.69
B225,60,63,0.53,0.366,2.2
B225,63,66,1.08,0.551,4.08
B225,66,69,0.03,0.013,8.3
B225,69,72,0.023,0.007,0.91
B225,72,75,0.029,0.011,3.55
B225,75,78,0.021,0.007,1.06
B225,78,81,0.041,0.007,3.03
B225,81,84,1.15,0.825,0.1
B225,84,87,1.41,1.13,0.1
B225,87,90,1.27,0.67,0.1
B225,90,93,0.84,0.334,0.1
B225,93,96,1.06,0.043,0.1
B225,96,99,0.39,0.051,0.1
B225,99,102,0.63,0.128,0.51
B225,102,105,0.44,0.042,0.21
B225,105,108,0.53,0.079,1.24
B225,108,111,0.49,0.054,0.1
B225,111,114,0.58,0.081,0.51
B225,114,117,0.62,0.085,0.1
B225,117,120,0.53,0.071,0.52
B225,120,123,0.77,0.109,0.68
B225,123,126,0.57,0.091,0.1
B225,126,129,0.4,0.091,0.1
B225,129,132,0.7,0.127,0.68
B225,132,135,0.36,0.107,0.3
B225,135,138,0.36,0.063,0.8
B225,138,141,0.34,0.051,0.1
B225,141,144,0.48,0.104,0.1
B225,144,147,0.56,0.07,0.44
B225,147,150,0.53,0.074,0.48
B225,150,153,0.39,0.08,0.48
B225,153,156,0.48,0.052,0.52
B225,156,159,0.46,0.047,0.1
B225,159,162,0.86,0.099,0.21
B225,162,165,0.9,0.117,0.38
B225,165,168,0.8,0.09,0.1
B225,168,171,0.5,0.08,0.1
B225,171,174,0.72,0.127,0.1
B225,174,177,1.47,0.137,0.41
B225,177,180,0.6,0.032,0.1
B225,180,183,0.67,0.057,0.36
B225,183,186,0.46,0.046,0.28
B225,186,189,0.49,0.03,0.23
B225,189,192,0.66,0.149,0.61
B225,192,195,0.34,0.044,0.1
B225,195,198,0.36,0.135,0.27
B225,198,201,0.72,0.172,0.1
B225,201,204,0.41,0.082,0.1
B225,204,207,0.3,0.085,0.1
B225,207,210,0.28,0.086,0.1
B225,210,213,0.63,0.14,0.1
B225,213,216,0.3,0.033,0.1
B225,216,219,0.46,0.063,0.61
B225,219,222,0.58,0.16,1.6
B225,222,225,0.4,0.111,2.03
B225,225,228,0.58,0.214,2.4
B225,228,231,0.45,0.058,0.43
B225,231,234,0.56,0.09,1.27
B225,234,237,0.6,0.053,0.95
B225,237,240,0.76,0.069,0.98
B225,240,243,0.65,0.092,0.98
B225,243,246,0.72,0.123,1.07
B225,246,249,0.63,0.111,0.93
B225,249,252,0.57,0.102,2.06
B225,252,255,0.57,0.126,1.9
B225,255,258,0.58,0.07,0.95
B225,258,261,0.73,0.107,0.55
B225,261,264,0.42,0.027,0.37
B225,264,267,0.44,0.025,0.21
B225,267,270,0.69,0.042,0.58
B225,270,273,0.51,0.039,0.28
B225,273,276,0.75,0.085,6.67
B225,276,279,0.8,0.038,0.47
B225,279,282,0.228,0.029,0.0
B225,282,285,0.26,0.029,0.0
B225,285,288,0.092,0.058,0.0
B225,288,291,0.172,0.058,0.0
B225,291,294,0.295,0.058,0.0
B225,294,297,0.234,0.058,0.0
B225,297,300,0.177,0.058,0.0
B225,300,303,0.125,0.108,0.0
B225,303,306,0.275,0.108,0.0
B225,306,309,0.078,0.108,0.0
B225,309,312,0.04,0.108,0.0
B225,312,315,0.21,0.108,0.0
B225,315,318,0.05,0.0,0.7
B225,318,321,0.04,0.0,0.25
B225,321,324,0.031,0.0,0.025
B225,324,327,0.018,0.0,0.025
B225,327,330,0.007,0.0,0.025
B225,330,333,0.2,0.0,2.45
B225,333,336,0.058,0.0,1.8
B225,336,339,0.093,0.0,1.05
B225,339,342,0.005,0.0,0.025
B225,342,345,0.086,0.0,0.025
B225,345,348,0.005,0.0,0.025
B225,348,351,0.007,0.0,0.025
B225,351,354,0.008,0.0,0.025
B225,354,357,0.104,0.0,2.4
B225,357,360,0.241,0.0,1.25
B225,360,363,0.36,0.086,0.0
B225,363,366,0.072,0.086,0.0
B225,366,369,0.042,0.086,0.0
B225,369,372,0.004,0.086,0.0
B225,372,375,0.029,0.086,0.0
B225,375,378,0.255,0.0,0.25
B225,378,381,0.123,0.0,0.55
B225,381,384,0.089,0.0,0.025
B225,384,387,0.1,0.0,0.75
B225,387,390,0.095,0.0,0.7
B225,390,393,0.007,0.0,0.025
B225,393,396,0.157,0.0,2.3
B225,396,399,0.027,0.0,0.3
B225,399,402,0.023,0.0,0.025
B225,402,405,0.017,0.0,0.025
B225,405,408,0.169,0.025,0.0
B225,408,411,0.163,0.025,0.0
B225,411,414,0.036,0.025,0.0
B225,414,417,0.13,0.025,0.0
B225,417,420,0.01,0.025,0.0
B225,420,423,0.006,0.0,0.025
B225,423,426,0.004,0.0,0.025
B225,426,429,0.004,0.0,0.025
B225,429,432,0.004,0.0,0.025
B225,432,435,0.004,0.0,0.025
B225,435,438,0.003,0.0,0.025
B225,438,441,0.003,0.0,0.025
B225,441,444,0.004,0.0,0.025
B225,444,447,0.003,0.0,0.025
B225,447,450,0.003,0.0,0.025
B225,450,453,0.004,0.0,0.025
B225,453,456,0.005,0.0,0.025
B225,456,459,0.004,0.0,0.025
B225,459,462,0.003,0.0,0.025
B225,462,465,0.004,0.0,0.025
B225,465,468,0.003,0.004,0.0
B225,468,471,0.012,0.004,0.0
B225,471,474,0.002,0.004,0.0
B225,474,477,0.004,0.004,0.0
B225,477,480,0.003,0.004,0.0
B225,480,483,0.004,0.0,0.025
B225,483,486,0.7,0.0,14.15
B225,486,489,0.006,0.0,0.35
B225,489,492,0.009,0.0,0.4
B225,492,495,0.004,0.0,0.025
B225,495,498,0.004,0.0,0.025
B225,498,501,0.003,0.0,0.025
B225,501,504,0.003,0.0,0.025
B225,504,507,0.006,0.0,0.025
B225,507,510,0.004,0.0,0.025
B225,510,513,0.01,0.0,0.025
B225,513,516,0.101,0.0,3.5
B225,516,519,0.038,0.0,0.9
B225,519,522,0.005,0.0,0.025
B225,522,524,0.061,0.0,0.8
B226,0,3,0.005,0.001,0.81
B226,3,6,0.005,0.002,0.1
B226,6,9,0.005,0.001,0.1
B226,9,12,0.005,0.002,0.43
B226,12,15,0.02,0.004,0.1
B226,15,18,0.05,0.008,0.31
B226,18,21,0.07,0.008,1.1
B226,21,24,0.26,0.182,1.6
B226,24,27,0.01,0.005,0.42
B226,27,30,0.01,0.005,0.46
B226,30,33,0.26,0.24,0.31
B226,33,36,0.005,0.005,0.25
B226,36,39,0.005,0.001,0.83
B226,39,42,0.005,0.002,0.62
B226,42,45,0.005,0.004,0.63
B226,45,48,0.02,0.003,0.88
B226,48,51,0.01,0.003,0.67
B226,51,54,0.04,0.006,1.82
B226,54,57,0.14,0.019,1.16
B226,57,60,0.07,0.014,1.44
B226,60,63,0.57,0.252,0.91
B226,63,66,0.82,0.119,3.68
B226,66,69,1.85,1.315,2.71
B226,69,72,1.88,1.147,3.8
B226,72,75,0.91,0.451,0.36
B226,75,78,0.49,0.211,0.34
B226,78,81,0.24,0.092,0.52
B226,81,84,0.32,0.084,0.1
B226,84,87,0.41,0.117,0.1
B226,87,90,0.031,0.007,2.62
B226,90,93,0.021,0.007,3.05
B226,93,96,0.017,0.009,2.05
B226,96,99,0.022,0.007,2.04
B226,99,102,0.375,0.298,3.7
B226,102,105,0.71,0.317,2.63
B226,105,108,0.052,0.045,0.0
B226,108,111,0.181,0.045,0.0
B226,111,114,0.018,0.045,0.0
B226,114,117,0.039,0.045,0.0
B226,117,120,0.019,0.045,0.0
B226,120,123,0.131,0.0,0.025
B226,123,126,0.022,0.0,0.55
B226,126,129,0.185,0.0,1.9
B226,129,132,0.009,0.0,0.025
B226,132,135,0.024,0.0,0.025
B226,135,138,0.006,0.0,0.025
B226,138,141,0.043,0.009,2.53
B226,141,144,0.047,0.007,0.49
B226,144,147,0.042,0.007,0.8
B226,147,150,0.031,0.009,0.43
B226,150,153,0.044,0.007,3.08
B226,153,156,0.049,0.007,0.36
B226,156,159,0.035,0.007,1.28
B226,159,162,0.035,0.005,0.17
B226,162,165,0.024,0.005,0.09
B226,165,168,0.034,0.009,0.56
B226,168,171,0.032,0.004,0.42
B226,171,174,0.02,0.0,0.025
B226,174,177,0.006,0.0,0.025
B226,177,180,0.016,0.0,0.3
B226,180,183,0.021,0.0,0.45
B226,183,186,0.017,0.0,0.25
B226,186,189,0.01,0.0,0.025
B226,189,192,0.006,0.0,0.025
B226,192,195,0.067,0.0,0.025
B226,195,198,0.015,0.0,0.025
B226,198,201,0.057,0.0,1.4
B226,201,204,0.008,0.0,0.025
B226,204,207,0.032,0.0,0.6
B226,207,210,0.017,0.0,0.025
B226,210,213,0.024,0.0,0.025
B226,213,216,0.012,0.0,0.025
B226,216,219,0.015,0.0,0.3
B226,219,222,0.012,0.0,0.025
B226,222,225,0.006,0.0,0.025
B226,225,228,0.007,0.0,0.025
B226,228,231,0.007,0.019,0.0
B226,231,234,0.005,0.019,0.0
B226,234,237,0.005,0.019,0.0
B226,237,240,0.006,0.019,0.0
B226,240,243,0.1,0.019,0.0
B226,243,246,0.003,0.0,0.025
B226,246,249,0.007,0.0,0.025
B226,249,252,0.007,0.0,0.025
B226,252,255,0.005,0.0,0.025
B226,255,258,0.003,0.0,0.025
B226,258,261,0.006,0.0,0.025
B226,261,264,0.007,0.0,0.025
B226,264,267,0.003,0.0,0.025
B226,267,270,0.005,0.0,0.025
B226,270,273,0.006,0.0,0.025
B226,273,276,0.079,0.0,2.35
B226,276,279,0.007,0.0,0.025
B226,279,282,0.043,0.0,0.85
B226,282,285,0.005,0.0,0.025
B226,285,288,0.003,0.0,0.025
B226,288,291,0.026,0.0,0.7
B226,291,294,0.028,0.0,0.65
B226,294,297,0.4,0.064,0.025
B226,297,300,0.71,0.101,0.025
B226,300,303,1.69,0.097,0.025
B226,303,306,3.08,0.274,0.025
B226,306,309,1.58,0.146,0.025
B226,309,312,1.43,0.332,0.4
B226,312,315,1.55,0.26,0.5
B226,315,318,0.43,0.101,0.35
B226,318,321,0.59,0.083,0.3
B226,321,324,0.59,0.105,0.025
B226,324,327,1.2,0.142,0.25
B226,327,330,1.17,0.228,0.025
B226,330,333,1.51,0.256,0.5
B226,333,336,1.41,0.25,0.5
B226,336,339,1.98,0.278,0.3
B226,339,342,1.96,0.088,1.2
B226,342,345,1.365,0.069,0.025
B226,345,348,1.065,0.056,0.025
B226,348,351,1.585,0.15,0.25
B226,351,354,0.975,0.069,0.025
B226,354,357,0.38,0.067,0.025
B226,357,360,0.495,0.046,0.35
B226,360,363,0.305,0.054,0.025
B226,363,366,0.325,0.049,0.025
B226,366,369,0.555,0.089,0.6
B226,369,372,1.595,0.106,0.025
B226,372,375,0.79,0.064,0.65
B226,375,378,0.84,0.04,0.35
B226,378,381,0.495,0.044,0.025
B226,381,384,0.395,0.046,0.85
B226,384,387,0.76,0.043,0.025
B226,387,390,0.635,0.057,0.025
B226,390,393,0.545,0.094,0.4
B226,393,396,0.765,0.099,0.4
B226,396,399,0.275,0.024,0.35
B226,399,402,0.64,0.05,0.025
B226,402,405,0.925,0.049,0.25
B226,405,408,0.555,0.037,0.025
B226,408,411,0.58,0.085,0.025
B226,411,414,1.12,0.25,9.65
B226,414,417,0.475,0.023,1.0
B226,417,420,0.186,0.154,1.55
B226,420,423,0.189,0.164,0.8
B226,423,426,0.141,0.066,0.4
B226,426,429,0.255,0.061,0.35
B226,429,432,0.55,0.025,0.025
B226,432,435,3.075,0.051,0.025
B226,435,438,0.7,0.037,0.025
B226,438,441,1.71,0.046,0.025
B226,441,444,0.84,0.038,0.025
B226,444,447,0.44,0.028,0.025
B226,447,450,0.3,0.026,0.35
B226,450,453,0.43,0.077,0.3
B226,453,456,0.44,0.176,1.0
B226,456,459,0.48,0.033,1.0
B226,459,462,0.62,0.039,0.45
B226,462,465,0.54,0.024,0.35
B226,465,468,0.515,0.07,0.35
B226,468,471,0.23,0.037,0.025
B226,471,474,0.47,0.051,0.025
B226,474,477,0.34,0.036,0.025
B226,477,480,0.535,0.038,0.025
B226,480,483,0.48,0.026,0.025
B226,483,486,0.355,0.044,0.025
B226,486,489,0.37,0.038,0.025
B226,489,492,0.695,0.048,0.025
B226,492,495,0.435,0.031,0.25
B226,495,498,0.275,0.039,0.025
B226,498,501,0.305,0.033,0.025
B226,501,504,0.88,0.104,1.1
B226,504,507,1.24,0.104,1.1
B226,507,510,1.085,0.104,1.1
B226,510,513,0.81,0.104,1.1
B226,513,516,0.715,0.104,1.1
B226,516,519,0.31,0.028,0.25
B226,519,522,0.032,0.007,0.0
B226,522,525,0.061,0.007,0.0
B226,525,527,0.01,0.007,0.0
B227,0,3,0.01,0.002,5.9
B227,3,6,0.01,0.002,5.3
B227,6,9,0.005,0.002,9.68
B227,9,12,0.005,0.001,2.43
B227,12,15,0.005,0.001,0.51
B227,15,18,0.005,0.001,0.58
B227,18,21,0.005,0.001,1.03
B227,21,24,0.01,0.001,2.19
B227,24,27,0.02,0.001,2.04
B227,27,30,0.01,0.001,1.37
B227,30,33,0.02,0.001,1.08
B227,33,36,0.005,0.001,0.61
B227,36,39,0.43,0.135,0.39
B227,39,42,0.82,0.332,0.41
B227,42,45,0.9,0.428,0.1
B227,45,48,0.66,0.168,0.1
B227,48,51,0.91,0.252,0.1
B227,51,54,0.014,0.007,0.0
B227,54,57,0.01,0.007,0.0
B227,57,60,0.017,0.007,0.0
B227,60,63,0.011,0.007,0.0
B227,63,66,0.022,0.007,0.0
B227,66,69,0.013,0.007,0.0
B227,69,72,0.016,0.007,0.0
B227,72,75,0.007,0.007,0.0
B227,75,78,0.01,0.007,0.0
B227,78,81,0.023,0.007,0.0
B227,81,84,0.061,0.007,0.0
B227,84,87,0.014,0.007,0.0
B227,87,90,0.05,0.011,0.0
B227,90,93,0.042,0.011,0.0
B227,93,96,0.028,0.011,0.0
B227,96,99,0.18,0.011,0.0
B227,99,102,0.199,0.011,0.0
B227,102,105,0.41,0.015,0.0
B227,105,108,0.51,0.015,0.0
B227,108,111,0.085,0.015,0.0
B227,111,114,0.041,0.015,0.0
B227,114,117,0.038,0.015,0.0
B227,117,120,0.068,0.0,5.25
B227,120,123,0.014,0.0,0.85
B227,123,126,0.109,0.0,1.6
B227,126,129,0.091,0.0,0.65
B227,129,132,0.089,0.0,0.55
B227,132,135,0.29,0.0,0.9
B227,135,138,0.039,0.0,0.55
B227,138,141,0.025,0.0,0.35
B227,141,144,0.405,0.0,0.75
B227,144,147,0.116,0.0,0.75
B227,147,150,0.034,0.009,0.0
B227,150,153,0.115,0.009,0.0
B227,153,156,0.063,0.009,0.0
B227,156,159,0.047,0.009,0.0
B227,159,162,0.079,0.009,0.0
B227,162,165,0.021,0.0,0.5
B227,165,168,0.069,0.0,1.25
B227,168,171,0.015,0.0,0.95
B227,171,174,0.008,0.0,1.4
B227,174,177,0.01,0.0,1.75
B227,177,180,0.023,0.0,1.0
B227,180,183,0.01,0.0,0.5
B227,183,186,0.008,0.0,0.3
B227,186,189,0.028,0.0,0.85
B227,189,192,0.021,0.0,0.75
B227,192,195,0.01,0.007,0.0
B227,195,198,0.032,0.007,0.0
B227,198,201,0.011,0.007,0.0
B227,201,204,0.007,0.007,0.0
B227,204,207,0.038,0.007,0.0
B227,207,210,0.042,0.0,1.25
B227,210,213,0.034,0.0,2.3
B227,213,216,0.024,0.0,1.5
B227,216,219,0.009,0.0,1.3
B227,219,222,0.012,0.0,0.55
B227,222,225,0.027,0.0,2.1
B227,225,228,0.057,0.0,1.1
B227,228,231,0.075,0.0,0.65
B227,231,234,0.121,0.0,8.2
B227,234,237,0.085,0.0,3.0
B227,237,240,0.006,0.0,0.5
B227,240,243,0.022,0.0,0.45
B227,243,246,0.142,0.0,0.35
B227,246,249,0.03,0.0,0.025
B227,249,252,0.009,0.0,0.5
B227,252,255,0.014,0.0,0.75
B227,255,258,0.015,0.0,0.35
B227,258,261,0.016,0.0,0.55
B227,261,264,0.052,0.0,0.7
B227,264,267,0.195,0.168,1.68
B227,267,270,0.032,0.007,1.6
B227,270,273,0.054,0.0,0.55
B227,273,276,0.051,0.009,0.0
B227,276,279,0.144,0.009,0.0
B227,279,282,0.098,0.009,0.0
B227,282,285,0.29,0.009,0.0
B227,285,288,0.151,0.009,0.0
B227,288,291,0.016,0.0,0.55
B227,291,294,0.043,0.0,0.45
B227,294,297,0.038,0.0,0.45
B227,297,300,0.024,0.0,0.7
B227,300,303,0.042,0.0,0.5
B227,303,306,0.028,0.014,0.0
B227,306,309,0.144,0.014,0.0
B227,309,312,0.37,0.014,0.0
B227,312,315,0.47,0.014,0.0
B227,315,318,0.156,0.014,0.0
B227,318,321,8.55,0.158,0.0
B227,321,324,4.7,0.158,0.0
B227,324,327,2.65,0.158,0.0
B227,327,330,0.58,0.158,0.0
B227,330,333,0.325,0.158,0.0
B227,333,336,0.505,0.168,0.0
B227,336,339,0.858,0.168,0.0
B227,339,342,1.555,0.168,0.0
B227,342,345,7.85,0.168,0.0
B227,345,348,3.8,0.168,0.0
B227,348,351,0.227,0.406,0.0
B227,351,354,1.58,0.406,0.0
B227,354,357,0.79,0.406,0.0
B227,357,360,0.129,0.406,0.0
B227,360,363,0.78,0.276,2.8
B227,363,366,0.77,0.276,2.8
B227,366,369,0.615,0.276,2.8
B227,369,372,0.715,0.276,2.8
B227,372,375,0.695,0.276,2.8
B227,375,378,0.54,0.134,1.15
B227,378,381,0.86,0.134,1.15
B227,381,384,0.445,0.134,1.15
B227,384,387,0.76,0.134,1.15
B227,387,390,0.865,0.134,1.15
B227,390,393,0.785,0.144,1.4
B227,393,396,0.885,0.144,1.4
B227,396,399,0.68,0.144,1.4
B227,399,402,0.74,0.144,1.4
B227,402,405,0.845,0.144,1.4
B227,405,408,1.145,0.236,0.75
B227,408,411,0.855,0.236,0.75
B227,411,414,1.06,0.236,0.75
B227,414,417,0.795,0.236,0.75
B227,417,420,0.885,0.236,0.75
B227,420,423,0.76,0.104,0.3
B227,423,426,0.78,0.104,0.3
B227,426,429,0.82,0.104,0.3
B227,429,432,0.57,0.104,0.3
B227,432,435,0.47,0.104,0.3
B227,435,438,0.435,0.292,5.4
B227,438,441,0.625,0.292,5.4
B227,441,444,0.93,0.292,5.4
B227,444,447,0.645,0.292,5.4
B227,447,450,0.73,0.292,5.4
B227,450,453,0.68,0.094,0.55
B227,453,456,0.89,0.094,0.55
B227,456,459,0.685,0.094,0.55
B227,459,462,0.635,0.094,0.55
B227,462,465,0.695,0.094,0.55
B227,465,468,0.86,0.17,1.65
B227,468,471,0.75,0.17,1.65
B227,471,474,0.855,0.17,1.65
B227,474,477,0.81,0.17,1.65
B227,477,480,0.455,0.17,1.65
B227,480,483,0.88,0.132,0.45
B227,483,486,0.93,0.132,0.45
B227,486,489,0.83,0.132,0.45
B227,489,490,0.745,0.132,0.45
B228,0,3,0.01,0.001,0.46
B228,3,6,0.03,0.002,5.77
B228,6,9,1.24,1.012,6.15
B228,9,12,0.06,0.003,2.5
B228,12,15,0.04,0.006,3.25
B228,15,18,0.82,0.25,0.1
B228,18,21,1.02,0.355,0.1
B228,21,24,0.51,0.129,0.1
B228,24,27,1.76,1.324,1.6
B228,27,30,3.39,2.739,2.11
B228,30,33,0.63,0.132,0.45
B228,33,36,0.6,0.16,0.7
B228,36,39,0.55,0.16,0.7
B228,39,42,0.7,0.16,0.7
B228,42,45,0.565,0.16,0.7
B228,45,48,0.77,0.16,0.7
B228,48,51,0.705,0.206,0.45
B228,51,54,0.765,0.206,0.45
B228,54,57,0.54,0.206,0.45
B228,57,60,0.59,0.206,0.45
B228,60,63,0.79,0.206,0.45
B228,63,66,0.79,0.234,0.75
B228,66,69,0.925,0.234,0.75
B228,69,72,0.89,0.234,0.75
B228,72,75,0.815,0.234,0.75
B228,75,78,0.705,0.234,0.75
B228,78,81,0.705,0.128,0.35
B228,81,84,0.705,0.128,0.35
B228,84,87,0.975,0.128,0.35
B228,87,90,0.655,0.128,0.35
B228,90,93,0.68,0.128,0.35
B228,93,96,1.0,0.146,0.6
B228,96,99,0.75,0.146,0.6
B228,99,102,0.84,0.146,0.6
B228,102,105,0.82,0.146,0.6
B228,105,108,0.77,0.146,0.6
B228,108,111,0.73,0.176,0.85
B228,111,114,0.605,0.176,0.85
B228,114,117,0.58,0.176,0.85
B228,117,120,0.74,0.176,0.85
B228,120,123,1.08,0.176,0.85
B228,123,126,0.67,0.112,0.85
B228,126,129,0.595,0.112,0.85
B228,129,132,0.79,0.112,0.85
B228,132,135,0.725,0.112,0.85
B228,135,138,0.585,0.112,0.85
B228,138,141,0.495,0.234,6.45
B228,141,144,0.615,0.017,3.4
B228,144,147,0.36,0.017,3.4
B228,147,150,0.385,0.017,3.4
B228,150,153,0.5,0.017,3.4
B228,153,156,0.41,0.017,3.4
B228,156,159,0.515,0.013,1.35
B228,159,162,0.155,0.013,1.35
B228,162,165,0.185,0.013,1.35
B228,165,168,0.105,0.013,1.35
B228,168,171,0.11,0.013,1.35
B228,171,174,0.155,0.009,1.35
B228,174,177,0.034,0.005,0.44
B228,177,180,0.028,0.009,0.69
B228,180,183,0.027,0.007,1.73
B228,183,186,0.155,0.009,1.35
B228,186,189,0.14,0.009,1.35
B228,189,192,0.485,0.009,1.35
B228,192,195,0.405,0.009,1.35
B228,195,198,0.2,0.01,1.85
B228,198,201,0.235,0.01,1.85
B228,201,204,0.225,0.01,1.85
B228,204,207,0.245,0.01,1.85
B228,207,210,0.165,0.01,1.85
B228,210,213,0.17,0.011,0.95
B228,213,216,0.17,0.011,0.95
B228,216,219,0.155,0.011,0.95
B228,219,222,0.27,0.011,0.95
B228,222,225,0.245,0.011,0.95
B228,225,228,0.21,0.012,0.15
B228,228,231,0.235,0.012,0.15
B228,231,234,0.335,0.012,0.15
B228,234,237,0.135,0.012,0.15
B228,237,240,0.205,0.012,0.15
B228,240,243,0.175,0.009,1.15
B228,243,246,0.21,0.009,1.15
B228,246,249,0.085,0.009,1.15
B228,249,252,0.165,0.009,1.15
B228,252,255,0.195,0.009,1.15
B228,255,258,0.165,0.004,0.6
B228,258,261,0.29,0.004,0.6
B228,261,264,0.242,0.004,0.6
B228,264,267,0.225,0.004,0.6
B228,267,270,0.155,0.004,0.6
B228,270,273,0.215,0.006,0.45
B228,273,276,0.33,0.006,0.45
B228,276,279,0.265,0.006,0.45
B228,279,282,0.425,0.006,0.45
B228,282,285,0.275,0.006,0.45
B228,285,288,0.14,0.134,2.6
B228,288,291,0.33,0.134,2.6
B228,291,294,0.165,0.134,2.6
B228,294,297,0.275,0.134,2.6
B228,297,300,0.14,0.134,2.6
B228,300,303,0.325,0.088,0.35
B228,303,306,0.315,0.088,0.35
B228,306,309,0.25,0.088,0.35
B228,309,312,0.235,0.088,0.35
B228,312,315,0.26,0.088,0.35
B228,315,318,0.255,0.036,0.125
B228,318,321,0.22,0.036,0.125
B228,321,324,0.285,0.036,0.125
B228,324,327,0.315,0.036,0.125
B228,327,330,0.091,0.036,0.125
B228,330,333,0.26,0.026,0.125
B228,333,336,0.165,0.026,0.125
B228,336,339,0.2,0.026,0.125
B228,339,342,0.145,0.026,0.125
B228,342,345,0.125,0.026,0.125
B228,345,348,0.2,0.022,0.125
B228,348,351,0.135,0.022,0.125
B228,351,354,0.19,0.022,0.125
B228,354,357,0.175,0.022,0.125
B228,357,360,0.21,0.022,0.125
B228,360,363,0.17,0.03,0.125
B228,363,366,0.25,0.03,0.125
B228,366,369,0.19,0.03,0.125
B228,369,372,0.16,0.03,0.125
B228,372,375,0.145,0.03,0.125
B228,375,378,0.185,0.04,0.45
B228,378,381,0.18,0.04,0.45
B228,381,384,0.14,0.04,0.45
B228,384,387,0.2,0.04,0.45
B228,387,390,0.325,0.04,0.45
B228,390,393,0.087,0.024,0.45
B228,393,396,0.125,0.024,0.45
B228,396,399,0.112,0.024,0.45
B228,399,402,0.155,0.024,0.45
B228,402,405,0.112,0.024,0.45
B228,405,408,0.195,0.032,0.125
B228,408,411,0.14,0.032,0.125
B228,411,414,0.14,0.032,0.125
B228,414,417,0.16,0.032,0.125
B228,417,420,0.13,0.127,0.75
B228,420,423,0.145,0.127,0.75
B228,423,426,0.545,0.127,0.75
B228,426,429,0.36,0.184,1.4
B228,429,432,0.36,0.184,1.4
B228,432,435,0.52,0.184,1.4
B228,435,438,0.465,0.184,1.4
B228,438,441,0.36,0.184,1.4
B228,441,443,0.65,0.068,1.45
B229,0,3,0.04,0.005,9.25
B229,3,6,0.04,0.004,9.11
B229,6,9,0.05,0.011,6.62
B229,9,12,0.04,0.006,6.83
B229,12,15,0.04,0.004,5.48
B229,15,18,0.05,0.005,6.19
B229,18,21,0.05,0.003,4.57
B229,21,24,0.04,0.009,6.17
B229,24,27,0.02,0.008,6.1
B229,27,30,0.02,0.002,1.72
B229,30,33,0.03,0.007,2.63
B229,33,36,0.03,0.012,0.1
B229,36,39,0.03,0.007,0.1
B229,39,42,0.02,0.011,0.1
B229,42,45,0.02,0.005,0.1
B229,45,48,1.35,0.843,0.45
B229,48,51,1.15,0.282,3.14
B229,51,54,3.22,2.443,1.23
B229,54,57,2.46,2.011,2.83
B229,57,60,2.82,2.312,1.4
B229,60,63,3.54,2.571,1.08
B229,63,66,3.5,2.89,1.49
B229,66,69,1.92,1.325,3.33
B229,69,72,0.41,0.199,2.26
B229,72,75,0.88,0.097,0.1
B229,75,78,0.75,0.1,0.5
B229,78,81,0.36,0.068,1.45
B229,81,84,0.116,0.068,1.45
B229,84,87,0.125,0.068,1.45
B229,87,90,0.101,0.068,1.45
B229,90,93,0.101,0.03,2.25
B229,93,96,0.095,0.03,2.25
B229,96,99,0.16,0.03,2.25
B229,99,102,0.275,0.03,2.25
B229,102,105,0.285,0.03,2.25
B229,105,108,0.305,0.0,0.0
B229,108,111,0.295,0.0,0.0
B229,111,114,0.295,0.0,0.0
B229,114,117,0.32,0.0,0.0
B229,117,120,0.24,0.0,0.0
B229,120,123,0.355,0.0,0.0
B229,123,126,0.405,0.0,0.0
B229,126,129,0.345,0.0,0.0
B229,129,132,0.365,0.0,0.0
B229,132,135,0.525,0.0,0.0
B229,135,138,0.685,0.0,0.0
B229,138,141,0.41,0.0,0.0
B229,141,144,0.265,0.0,0.0
B229,144,147,0.2,0.0,0.0
B229,147,150,0.23,0.0,0.0
B229,150,153,0.35,0.078,3.5
B229,153,156,0.195,0.078,3.5
B229,156,159,0.355,0.078,3.5
B229,159,162,0.027,0.007,1.35
B229,162,165,0.026,0.005,4.25
B229,165,168,0.032,0.007,5.5
B229,168,171,0.034,0.019,0.17
B229,171,174,0.25,0.078,3.5
B229,174,177,0.24,0.078,3.5
B229,177,180,0.295,0.0,0.0
B229,180,183,0.27,0.0,0.0
B229,183,186,0.21,0.0,0.0
B229,186,189,0.6,0.0,0.0
B229,189,192,0.77,0.0,0.0
B229,192,195,0.395,0.0,0.0
B229,195,198,0.255,0.0,0.0
B229,198,201,0.255,0.0,0.0
B229,201,204,0.255,0.0,0.0
B229,204,207,0.285,0.0,0.0
B229,207,210,0.43,0.0,0.0
B229,210,213,0.645,0.0,0.0
B229,213,216,0.385,0.0,0.0
